Price,Close,High,Low,Open,Volume
Ticker,^JKSE,^JKSE,^JKSE,^JKSE,^JKSE
Date,,,,,
2000-01-04,0.051118440355698166,0.050827178680586144,0.05010015033492467,0.04801627559425057,0.0011292982547101982
2000-01-05,0.04799969089560513,0.049537425744181546,0.04965637640545166,0.050469938337908714,0.000887292636211807
2000-01-06,0.04947006994940592,0.049119551268060085,0.05064109775764371,0.048555975063351665,0.0007769046461799294
2000-01-11,0.05052445345975992,0.050898890571451846,0.052144296441900745,0.050055705901829776,0.001817882292484243
2000-01-12,0.04970160579371874,0.049999447657272725,0.05140599521982708,0.050672328725280665,0.0014986101891537285
2000-01-13,0.04990537591600756,0.050214565845584924,0.0516460518111643,0.049896076013765174,0.002429158979904635
2000-01-14,0.04980419617989597,0.04942859323875741,0.05098103152272951,0.05003904364463425,0.002482233075991225
2000-01-17,0.051578544518271055,0.05131057251229451,0.052099025185936704,0.05001053908564176,0.0012452950375720158
2000-01-18,0.04907478687765485,0.05087175023155613,0.05066812468641488,0.05173169988729983,0.0009303648959040232
2000-01-19,0.04488644641137805,0.04828000905268082,0.04650217365392592,0.049207752781853735,0.0017040411658831127
2000-01-20,0.046881621695701675,0.04659164319599249,0.047120936704325406,0.04504393494293315,0.0013242778743083829
2000-01-21,0.046112309919957045,0.04616939942539733,0.04804298115187727,0.04700135013179529,0.0009396311529108638
2000-01-24,0.044988890571633855,0.045898180963862556,0.046715779688101464,0.04621253778627681,0.0011048198073139578
2000-01-25,0.04402160610130926,0.04409761393338889,0.04557319259892509,0.04500949555736538,0.0011041455262087191
2000-01-26,0.04310942299879311,0.04417424792935365,0.044832772476675,0.044092674225785576,0.0013512491185179302
2000-01-27,0.04328782722447452,0.043239787459548165,0.043923725434776364,0.043240063331684266,0.0009674912222136802
2000-01-28,0.04188114246174797,0.04270647966092998,0.04384718855809047,0.0434753339761192,0.0011962359789757107
2000-01-31,0.042121142206454715,0.041313953307896584,0.042860496253894306,0.04195149045837091,0.0006423344837829008
2000-02-01,0.03937090787296446,0.04159571437393535,0.041054437854083595,0.042270172867774104,0.0005276351812296486
2000-02-02,0.03749946552275332,0.039254255728018966,0.039346550247411335,0.039495855238079004,0.0005697879666874485
2000-02-03,0.039012112469375027,0.03831093043784188,0.03916250192176719,0.03751245367965727,0.000433246042876616
2000-02-04,0.041927504680369196,0.041120753308864,0.041164770884881643,0.03910150986495748,0.0006229846593386272
2000-02-07,0.042129029804687676,0.04198814496049384,0.043663720979992285,0.04206976514790232,0.0005285648718444474
2000-02-08,0.04120909672833521,0.0417891927633923,0.04298879977317445,0.04243869718245911,0.00043597381643871794
2000-02-09,0.041568571652383104,0.04076263129573185,0.04283063496551612,0.04151720472857561,0.0009159087176629212
2000-02-10,0.04252712557504526,0.04212466175499842,0.04338786461778128,0.04151466644519378,0.002316380356863275
2000-02-11,0.04193878127936965,0.04195538095651906,0.04347684314270579,0.0425933781239547,0.001275504874362785
2000-02-14,0.041746709230796,0.041555643917202886,0.043680974533836306,0.04196856666077028,0.00090617250715849
2000-02-15,0.0421948400708604,0.04204986745663117,0.04404566702059967,0.041975759837657674,0.0006875828324965691
2000-02-16,0.04008199592740165,0.04144204276194183,0.04181451888060286,0.04234385289623919,0.0006727384318009358
2000-02-17,0.03702004233550081,0.03953263751657113,0.03844953092477307,0.040091437786308366,0.0006526836771102763
2000-02-18,0.036935343120887976,0.03684317217722145,0.03602243950030319,0.037089884211050424,0.0005095726207135579
2000-02-21,0.03600737622038111,0.03613987850348216,0.03769312489391191,0.037021579708604375,0.00040563116670297737
2000-02-22,0.03465903560030906,0.035653532380592004,0.03638431419011756,0.03610122674254556,0.00038094839169908873
2000-02-23,0.034801089782225486,0.035045005682097036,0.03643028830115448,0.034760295472837606,0.0003996648005596533
2000-02-24,0.03325925786198934,0.034411715099411044,0.035035171035875126,0.0349207542442048,0.0003692608525416183
2000-02-25,0.032564237455860956,0.03277819398297595,0.03423831744201583,0.033381523665583036,0.0003295497819952131
2000-02-28,0.03368977277928263,0.03331641666583844,0.03449364952098796,0.03258889664636728,0.0003515252161977646
2000-03-01,0.032130617388118274,0.033659626252707006,0.03372437441784423,0.033946630733452214,0.0005287181175501835
2000-03-02,0.029460153595535846,0.031346430757023674,0.031116795574932077,0.03220995238555422,0.0004317646677211674
2000-03-03,0.029745509180463314,0.028966283220471414,0.028983946878639075,0.029648026708278007,0.0004514005508161483
2000-03-06,0.03230423056449132,0.032202408059949325,0.031990033899623224,0.02994793879293483,0.0006609180796984941
2000-03-07,0.031747445263272334,0.031412221340741925,0.03283854011759714,0.032275992485908296,0.000540283060143065
2000-03-08,0.0327751984528747,0.03213774571169682,0.03235091928593095,0.031743771967628,0.0005215973004236477
2000-03-09,0.03490705196612062,0.0347688487747497,0.03497080702575231,0.03292183534206073,0.0007371935756335241
2000-03-10,0.036457485411147336,0.03592419355001411,0.03731386701500712,0.035259489944270826,0.0006165176905565654
2000-03-13,0.03524470482177482,0.036174888125072774,0.03681746418040409,0.03654298234818772,0.0004609528664736963
2000-03-14,0.03501148307860305,0.03481988856424738,0.03643184211049662,0.03536631985720471,0.0002234628881043276
2000-03-15,0.035145081961650323,0.03446472924552893,0.036258549817641844,0.03505272138650383,0.00033275772543528805
2000-03-17,0.03570636586033479,0.03597635000754652,0.0373834640643851,0.03543294413576365,0.00040605003829865594
2000-03-20,0.034864207771138744,0.03489412354617101,0.0364988897473367,0.0357711001149023,0.0002536931576558617
2000-03-21,0.034031236110419055,0.034091705749340784,0.03566058647415382,0.03493501523104559,0.0002520789695554419
2000-03-22,0.035144514261014156,0.03435308916364728,0.03625105529129452,0.03419913010345866,0.0003959766872416054
2000-03-23,0.03502360262703298,0.035244368396416134,0.036690152576843826,0.03522885329588454,0.00044331939393366657
2000-03-24,0.03438466416253916,0.034657772025471795,0.03603659474774175,0.03519244156420611,0.0005009602120511912
2000-03-27,0.034915085790275024,0.03412417909016664,0.03626660528552578,0.03451836727822188,0.0002685375583514951
2000-03-28,0.03540761770130839,0.0346155981175567,0.036624659685997346,0.03500262220510451,0.0003861689620744973
2000-03-29,0.035822907919722355,0.03502994998115355,0.0372370408966078,0.035448885163020756,0.0006903412551998183
2000-03-30,0.03463875320485288,0.03527179807934848,0.03657062261086226,0.03590745594228963,0.0006833430346378714
2000-04-03,0.03289483706118687,0.03388923516370712,0.034404962223289634,0.034759721555829216,0.00029599918881939764
2000-04-05,0.03194798981376469,0.032104708227147505,0.03300051720952632,0.032971105690374695,0.00028307546763565625
2000-04-07,0.03288271751275694,0.03209640298091734,0.03413631658531824,0.03208927005242789,0.00022867324209935379
2000-04-10,0.03271389538569225,0.03218146737353349,0.034421230654304275,0.03300044994389153,0.0001750678942328788
2000-04-11,0.03273122745814526,0.031945255220480154,0.03374135543426052,0.032801873711478656,0.0002702845593968862
2000-04-12,0.03202620347868543,0.031985055859617084,0.03363767403446147,0.03283321099367,0.0002197339092647501
2000-04-13,0.03207832871891633,0.03139717320867699,0.033803453214236806,0.032104933959796876,0.00027768121879374685
2000-04-14,0.030906009702158704,0.03131971168188383,0.032568489214693866,0.0321546186343192,0.000309556325586848
2000-04-17,0.027027126293272585,0.029743538613832887,0.028439176685288753,0.03060098113145481,0.0008845955117908523
2000-04-18,0.026885648413517135,0.02728875660780973,0.028639493655995982,0.027211032429962097,0.0004047423416097082
2000-04-19,0.026609573873838707,0.026492925227278946,0.028503537096469564,0.026949207133461724,0.0004285567242810924
2000-04-20,0.026623104072334286,0.02585093323607092,0.027712055836534133,0.02668006240443884,0.000224862532216717
2000-04-24,0.027250636914955786,0.026477048158308897,0.02845205031464962,0.026648877207519843,0.00017301440177601557
2000-04-25,0.025586912786912358,0.026319851605081976,0.027203779133556927,0.027164309485446216,0.0002971434234222269
2000-04-26,0.026296452566887243,0.025551031106334915,0.026418235116752606,0.025631284160947336,0.0003499212444777271
2000-04-27,0.025950060562045824,0.025466804875175234,0.02770724615822172,0.026308027500002558,0.00020051689776544773
2000-04-28,0.026671160791339257,0.02589888137015918,0.0275356519116364,0.026021802356498057,0.00027089754221983043
2000-05-01,0.02637128583256529,0.025917586553546673,0.02803643363432326,0.0267551520971264,0.00013468254258123491
2000-05-02,0.027307716633466067,0.026533998904292394,0.028372980305245946,0.026433504595909686,0.00030426424054876266
2000-05-03,0.027879425580196723,0.027736857143709576,0.029111556738405,0.027381660152655647,0.0002964487095562234
2000-05-04,0.028394493486181394,0.02773178813455253,0.029680796614698635,0.0279518437292196,0.0002800003371405526
2000-05-05,0.029330778061160745,0.028552489192692654,0.030518119537119803,0.028479420103979032,0.00025016850642393224
2000-05-08,0.029995796348819603,0.029711215112655467,0.031414999296433835,0.02937423078172712,0.0002723074027126022
2000-05-09,0.029621354771636105,0.029277581542581352,0.03035373542194239,0.030112789295458416,0.00019715570861963673
2000-05-10,0.02970140056133723,0.028922274265467895,0.031224586040179345,0.02969643736901905,0.00019876989672005661
2000-05-11,0.02701838714408536,0.028709402459127217,0.028874876405377406,0.02956292292347453,0.00025564448630890094
2000-05-12,0.026690892689208837,0.026682181866585872,0.0274601118659452,0.027117594086644013,0.00022888778608738428
2000-05-15,0.025218681510627658,0.025878074334858545,0.026802592892184354,0.026720856735662914,0.00018441588228277868
2000-05-16,0.02259598198520732,0.024432251270791586,0.02431524320402917,0.025208293954027787,0.00037580955236673943
2000-05-17,0.024996160064295364,0.024227665333751355,0.024685589861528634,0.022660345944034467,0.00035091223337482033
2000-05-19,0.024228701917143117,0.02429614366887789,0.025865395838558958,0.02507463347277148,0.00023368948486711426
2000-05-22,0.0228706415740577,0.02323894742456739,0.024541729553221855,0.024071720702014514,0.00025054651249808123
2000-05-23,0.022270594903904498,0.022135065759026643,0.02400346170223845,0.022897886574467015,0.00029189220390567113
2000-05-24,0.021945629297316416,0.02146537156138452,0.023271387898888884,0.02229141839474561,0.00023029764658015606
2000-05-25,0.02159022289449447,0.021845984347896044,0.023255120096962706,0.022079854493094846,0.0002553482112778112
