Price,Date,Close,High,Low,Open,Volume
Ticker,,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
0,2000-01-04,0.15791140845505336,0.16630629908639202,0.15956219990382928,0.16946766650768103,0.05882167464252768
1,2000-01-05,0.15849901158625596,0.15712603515520648,0.15524905920298257,0.15728079111393828,0.06571346719326568
2,2000-01-06,0.15879171986231377,0.1568262274937223,0.15839818082030369,0.15786828257923574,0.06632607097555351
3,2000-01-07,0.16709698720867233,0.1632972698616231,0.16028286058276267,0.15816093523010571,0.07829887136761993
4,2000-01-08,0.1682714912769805,0.16496700860180583,0.16324855357908302,0.16092883157822613,0.07348212398139607
5,2000-01-09,0.16944599534528865,0.16663674734198855,0.16621424657540335,0.16369672792634654,0.0686653765951722
6,2000-01-10,0.1706204994135968,0.16830648608217127,0.1691799395717237,0.16646462427446695,0.06384862920894835
7,2000-01-11,0.1664613326687555,0.167059117379922,0.16764032812680676,0.16998746688428767,0.05927211860009226
8,2000-01-12,0.16508293454486173,0.16354455842282414,0.1660373493000297,0.16582909053196554,0.0557226202144834
9,2000-01-13,0.16889043537509513,0.16608307955334725,0.16716641901981164,0.16445095435370471,0.06074957478090406
10,2000-01-14,0.17226976668827826,0.17019725383341347,0.17097291390986677,0.16825773162069635,0.06574950270987084
11,2000-01-15,0.17172310858375756,0.16976778463428968,0.17106136032600744,0.16910240390011577,0.06509185453182656
12,2000-01-16,0.17117645047923682,0.1693383154351659,0.17114980674214814,0.1699470761795352,0.06443420635378229
13,2000-01-17,0.1706297923747161,0.1689088462360421,0.17123825315828883,0.17079174845895462,0.06377655817573802
14,2000-01-18,0.1700831342701954,0.16847937703691832,0.1713266995744295,0.17163642073837404,0.06311890999769373
15,2000-01-19,0.17024915428720694,0.16765654218090506,0.17075452703893781,0.16945020385975174,0.06592067141374539
16,2000-01-20,0.16799260466954097,0.1686019126996848,0.16854008096869186,0.16961619232693914,0.06708281682426201
17,2000-01-21,0.16707296150431522,0.16585988673398513,0.16877155718942868,0.16736007153553728,0.07691150397832103
18,2000-01-22,0.16417274877861338,0.16592626133105376,0.16555545151314505,0.16705358206897983,0.0740887218442497
19,2000-01-23,0.16127253605291153,0.16599263592812236,0.16233934583686144,0.1667470926024224,0.07126593971017836
20,2000-01-24,0.15837232332720969,0.16605901052519098,0.1591232401605778,0.16644060313586495,0.06844315757610703
21,2000-01-25,0.16022910229035625,0.15734268312229524,0.1576098074152766,0.15774161839555323,0.0646504194534133
22,2000-01-26,0.15893152759588136,0.157007853822728,0.16015839179609673,0.1595980445033583,0.06857829076337638
23,2000-01-27,0.15772354931277155,0.15834933482929955,0.15378803717402004,0.1583007163951336,0.06967737401983395
24,2000-01-28,0.1493352719579072,0.15390692952930493,0.15055808682224378,0.15709296767170644,0.06664138174584872
25,2000-01-29,0.1518328163673729,0.15360930348524515,0.15011694996378325,0.1542974065790548,0.0635783628344096
26,2000-01-30,0.1543303607768386,0.1533116774411854,0.1496758131053227,0.15150184548640314,0.060515343922970484
27,2000-01-31,0.1568279051863043,0.15301405139712562,0.14923467624686218,0.1487062843937515,0.057452325011531365
28,2000-02-01,0.16006526885243155,0.15695533472244486,0.15680178665626096,0.15619749375010494,0.05629918848016605
29,2000-02-02,0.16003031025264003,0.15873230218517922,0.16088561047921082,0.1594342421997284,0.06148830287130997
30,2000-02-03,0.16349265157432896,0.15986370679061815,0.1598002341287468,0.15939929024333865,0.07120888347555351
31,2000-02-04,0.16336159015710894,0.16208054175348616,0.1646287646459594,0.16286097359461005,0.06207388001614391
32,2000-02-05,0.16335212386959863,0.1614415326530249,0.16409735303889184,0.1628172947576775,0.0582601211754305
33,2000-02-06,0.16334265758208832,0.16080252355256364,0.16356594143182424,0.162773615920745,0.0544463623347171
34,2000-02-07,0.16333319129457802,0.1601635144521024,0.16303452982475666,0.16272993708381245,0.05063260349400369
35,2000-02-08,0.1671515983546472,0.16337604851204787,0.16541713805098648,0.16270154361809536,0.0623081108740775
36,2000-02-09,0.16059607425857236,0.1639713095047283,0.16266765481038606,0.16651922504234357,0.06256035949031366
37,2000-02-10,0.1617145094615144,0.15905836939680504,0.16152768174218982,0.1599627605700341,0.06330809645987084
38,2000-02-11,0.15522452940684883,0.15790508628519526,0.15551329878606943,0.1610831693932836,0.06032615746079336
39,2000-02-12,0.15542986340475998,0.15630757243860305,0.15563268467518607,0.1589202538189211,0.05737124509916974
40,2000-02-13,0.15563519740267115,0.1547100585920108,0.1557520705643027,0.15675733824455862,0.05441633273754613
41,2000-02-14,0.1558405314005823,0.1531125447454186,0.15587145645341935,0.15459442267019613,0.051461420375922516
42,2000-02-15,0.15848591877733326,0.15591147085537213,0.1549367542477906,0.15521030760121068,0.06630805321725092
43,2000-02-16,0.15534468459423306,0.15521776994176414,0.15697429415647837,0.1578551922584216,0.05970454479935424
44,2000-02-17,0.15547355943236618,0.15419578458086233,0.15577098036497558,0.15471455502373715,0.06114596546356089
45,2000-02-18,0.14626174172970458,0.1517250894908372,0.14818203660019466,0.1548434053709773,0.061821631399907755
46,2000-02-19,0.14659378176372775,0.15005754127263984,0.14744825991289984,0.15254088859017245,0.0604184984720941
47,2000-02-20,0.14692582179775093,0.14838999305444248,0.146714483225605,0.15023837180936758,0.05901536554428045
48,2000-02-21,0.1472578618317741,0.1467224448362451,0.1459807065383102,0.1479358550285627,0.057612232616466794
49,2000-02-22,0.1475899018657973,0.14505489661804774,0.14524692985101537,0.14563333824775787,0.05620909968865314
50,2000-02-23,0.149451027321519,0.147680958486937,0.14755308134557718,0.14696124598525723,0.05744331613238008
51,2000-02-24,0.14786514417475866,0.14651894000106855,0.14481015610915746,0.1488220177596462,0.0773799656941882
52,2000-02-25,0.14348094644315845,0.14593682214030027,0.14465073795874792,0.1472364359881979,0.06388466472555351
53,2000-02-26,0.14455060137769057,0.14584052821855353,0.14435372612712644,0.1457753144631871,0.0627225193150369
54,2000-02-27,0.14562025631222272,0.14574423429680683,0.14405671429550498,0.14431419293817627,0.0615603739045203
55,2000-02-28,0.14668991124675484,0.1456479403750601,0.1437597024638835,0.14285307141316544,0.06039822849400369
56,2000-02-29,0.15070273718636656,0.1475759202863707,0.1487782551510157,0.14606142639707181,0.076416015625
57,2000-03-01,0.15349225212366163,0.15060244697333977,0.15279002090363833,0.15007348975422452,0.08270421327260147
58,2000-03-02,0.15405366963701883,0.15128086766041568,0.15364826637759907,0.15286247458251606,0.07590250951337638
59,2000-03-03,0.16004124314807444,0.15660300796067747,0.1561400680392934,0.15342378540618518,0.0715512208833026
60,2000-03-04,0.15873858421279588,0.156519848266282,0.15635772624309113,0.15541926395783226,0.06790863074646372
61,2000-03-05,0.15743592527751735,0.15643668857188653,0.1565753844468889,0.15741474250947937,0.06426604060962485
62,2000-03-06,0.15613326634223879,0.15635352887749107,0.15679304265068664,0.15941022106112646,0.06062345047278598
63,2000-03-07,0.14834352501401143,0.15404915317625686,0.14920191288451215,0.15550298691261183,0.08630776493311809
64,2000-03-08,0.15076388140400349,0.1484862958807501,0.14846595019582373,0.1477147259177421,0.07629890019603322
65,2000-03-09,0.1584072552614026,0.15462031842709836,0.15092498849516797,0.15013462235224267,0.069091796875
66,2000-03-10,0.15696115318261122,0.15716760164556284,0.15839162281612298,0.1577765436914118,0.07051519978090406
67,2000-03-11,0.1561274265761409,0.1560683068867874,0.1564093994061141,0.15729460126909459,0.06683056820802583
68,2000-03-12,0.15529369996967055,0.15496901212801195,0.15442717599610517,0.1568126588467774,0.0631459366351476
69,2000-03-13,0.15445997336320022,0.15386971736923652,0.15244495258609628,0.15633071642446017,0.05946130506226937
70,2000-03-14,0.1491146407949207,0.15316068280173104,0.15120234408661629,0.15383001191992346,0.06647922192112546
71,2000-03-15,0.1563211254845206,0.15378217663087032,0.15073062098101478,0.14848569515868748,0.08528976158902216
72,2000-03-16,0.17081054513496552,0.16701752417588286,0.15840911082727158,0.15569299651840118,0.1014606996655904
73,2000-03-17,0.1721212126383631,0.17114481487417857,0.17176781866052096,0.17017747649007708,0.0845960778943727
74,2000-03-18,0.17155034661456137,0.1706320101155812,0.1714162189973518,0.17061428263309003,0.073355999673278
75,2000-03-19,0.17097948059075962,0.17011920535698383,0.17106461933418263,0.17105108877610298,0.06211592145218328
76,2000-03-20,0.17040861456695788,0.16960640059838647,0.17071301967101346,0.17148789491911592,0.05087584323108856
77,2000-03-21,0.17854348873813108,0.1747753646417695,0.17018235450344613,0.1697756223034539,0.06394772687961256
78,2000-03-22,0.18002236283762713,0.17721758294598491,0.17919515827349877,0.17790895055351258,0.06476753488238007
79,2000-03-23,0.1858570091405939,0.18321814393332267,0.18030020863650495,0.17938754361329645,0.0650648278943727
80,2000-03-24,0.185881034844951,0.18767588288721485,0.1856375709659027,0.18522108112186447,0.0627135104358856
81,2000-03-25,0.18561890312197807,0.18634534558600918,0.18575622818788814,0.18522908816806513,0.05817303534363469
82,2000-03-26,0.1853567713990051,0.1850148082848035,0.1858748854098736,0.18523709521426576,0.053632560251383764
83,2000-03-27,0.18509463967603218,0.18368427098359782,0.18599354263185905,0.18524510226046642,0.049092085159132846
84,2000-03-28,0.1815711274711077,0.18209331089383982,0.18351048497573905,0.18445885653514937,0.05432624394603321
