Price,Close,High,Low,Open,Volume
Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI
Date,,,,,
2000-01-04,0.2691293217658798,0.2730085958783168,0.2654593571218538,0.2789269184879237,0.0914911849494586
2000-01-05,0.2639185901076342,0.2625756271972079,0.2579932075416467,0.26901862536496,0.10326000459431638
2000-01-06,0.26225188137582855,0.2597111859175779,0.2588359364212077,0.26383702635913775,0.0807153178114433
2000-01-07,0.2810394113981979,0.2752347783093329,0.2629827275670899,0.26313037245858617,0.10987727059974646
2000-01-10,0.2899138268151652,0.286542971232281,0.2823517552382777,0.2812739878954531,0.08233352071244833
2000-01-11,0.2878100203237569,0.2846085402327718,0.2845501145053141,0.28990405074142533,0.08602583009339948
2000-01-12,0.28913357344234536,0.28274178787188575,0.28221354986148867,0.28701118539925285,0.0679800060996214
2000-01-13,0.29178373714567785,0.2946174655786354,0.2893062330025082,0.28911145204246524,0.09430931979813233
2000-01-14,0.3051199249134272,0.300833802630998,0.2930899950944289,0.2920067755197858,0.09220169676100695
2000-01-17,0.31037972590595264,0.3063478686232605,0.3024683156375665,0.305340809721409,0.08795215011654355
2000-01-18,0.2989134784438744,0.306928877113714,0.29883748523319936,0.31054267335357366,0.09171521667376199
2000-01-19,0.30007495588106314,0.29484763906585326,0.29473802223067075,0.2984543141268593,0.08554856215929733
2000-01-20,0.3014021959441332,0.3022678564843814,0.30024719207344175,0.30033724565027364,0.09096824825615901
2000-01-21,0.2940410164480288,0.2944482088767146,0.29183999824364,0.30081121607498085,0.09304647080453066
2000-01-24,0.29031102763895444,0.29375886046963745,0.29073621476347744,0.2936828040091525,0.06560836667348759
2000-01-25,0.2828000622763891,0.2836391609399529,0.28383638330925337,0.29002929572494474,0.08775026676043463
2000-01-26,0.29260574591413113,0.28689197302194824,0.2855814361386185,0.28450202895824095,0.07957281481847354
2000-01-27,0.30222909066340364,0.29852082805595725,0.2921293057663194,0.2934267982266594,0.08585785530098652
2000-01-28,0.2985746092783067,0.30127263188551634,0.2980162609663027,0.3023036638369484,0.07021875531658839
2000-01-31,0.284393721547205,0.2914040525620196,0.28426020713290906,0.29777469971293635,0.08085957620959491
2000-02-01,0.2975837804178165,0.2912797246188651,0.28577002889236186,0.28469052595593614,0.09418720976817518
2000-02-02,0.30504195952646207,0.2986549832259456,0.2979069083613173,0.2983474751796923,0.08452189709201727
2000-02-03,0.31623378441350514,0.3098881045506341,0.30378585556746324,0.3052419747021021,0.11809294317708738
2000-02-04,0.3217802977960045,0.3183343205138311,0.31629989055141905,0.31628172944736344,0.1028321294813205
2000-02-07,0.31267690214411703,0.3158108569579215,0.31213837309477227,0.3221202500828759,0.0755374997353956
2000-02-08,0.32824273211818433,0.32318181803155477,0.3116955040423273,0.3125932077259248,0.09250177774955332
2000-02-09,0.3331065912435728,0.32970652564826564,0.32784342866425104,0.32923514240538987,0.1070705039400575
2000-02-10,0.3380275530456889,0.3317197547785341,0.3260215650775168,0.332328735466482,0.1108684590772637
2000-02-11,0.33202859462249257,0.3380480981746572,0.33153994261357644,0.3389156383455474,0.16753633312400185
2000-02-14,0.3340697830080299,0.32871130104940055,0.3288397190735777,0.3293781639028459,0.06146446578527922
2000-02-15,0.3188041542452108,0.33114737140765643,0.3198612883500425,0.333516104674769,0.07920178065040154
2000-02-16,0.32458639227326747,0.32480361098595,0.31657630130499703,0.3190794169956933,0.10650621055924434
2000-02-17,0.3301243027853097,0.3272999970758741,0.31973169081681657,0.32381039786071497,0.09583442115141723
2000-02-18,0.32970992619576456,0.3286183481056788,0.32891344060485966,0.33032241754953817,0.1033493820801277
2000-02-21,0.33073819402908033,0.32441154370376635,0.32302957463096343,0.3293370351050028,0.047832635169727064
2000-02-22,0.33180698827653565,0.3327186758572174,0.32872055892557794,0.33007621433037937,0.10012375645732735
2000-02-23,0.33739525705466844,0.3355978730034388,0.33360198603045965,0.3324981969054087,0.08364203846524745
2000-02-24,0.33380765024793346,0.33811643797227225,0.33159032999053073,0.3372310063831625,0.07582719255124898
2000-02-25,0.339833016785669,0.33587853499549103,0.3348832950369273,0.33549850073990617,0.06788710055515963
