Price,Close,High,Low,Open,Volume
Ticker,^MXX,^MXX,^MXX,^MXX,^MXX
Date,,,,,
2000-01-04,0.029710079215806665,0.036454611458920164,0.03224001036216759,0.03713951085384645,0.0
2000-01-05,0.031370346232965446,0.03100712664374887,0.02944992326611663,0.029705736107347572,0.0
2000-01-06,0.031134281198905905,0.03177561655920828,0.03354166902360167,0.03173385392367367,0.0
2000-01-07,0.03664314210499578,0.036075841546905726,0.03402732709170039,0.03145232801821951,0.0
2000-01-10,0.04198736385608337,0.04132781877430221,0.03925003611022404,0.036641358813060576,0.0
2000-01-11,0.03843393320146177,0.04180415228010474,0.03981093942308189,0.041930054517895166,0.0
2000-01-12,0.03901141302695135,0.038305249367863184,0.04005760199856634,0.038611277479067035,0.0
2000-01-13,0.040883872719356645,0.04297831183590674,0.041615847492930624,0.03899191444924652,0.0
2000-01-14,0.042878471120181755,0.04238121938135027,0.04356748104855207,0.04093096305112087,0.0
2000-01-17,0.044102225410059204,0.043368765468306106,0.04528986060183293,0.042827810459440535,0.0
2000-01-18,0.041420882432365747,0.04335819577707416,0.044013661407474286,0.04406007986357974,0.0
2000-01-19,0.03895734058645153,0.04083719308961013,0.04155071841114796,0.04138467127898718,0.0
2000-01-20,0.036451088887298616,0.038642474143904135,0.0381937423773524,0.03895398058808652,0.0
2000-01-21,0.03372853832150913,0.03661376365628789,0.03578301596209893,0.03644313668360996,0.0
2000-01-24,0.033067905844212014,0.036890332714950555,0.0356460228282412,0.033720324391713324,0.0
2000-01-25,0.033637173286921535,0.03343037553732546,0.034317981725512564,0.03306969239297611,0.0
2000-01-26,0.03425362095974893,0.03462586467569066,0.03577646375897864,0.033619170455096936,0.0
2000-01-27,0.033050006127420845,0.03526876818273324,0.0353433969446556,0.03427667558281888,0.0
2000-01-28,0.029210544189629928,0.03235527400466319,0.03138490673235855,0.03303008791658074,0.0
2000-01-31,0.028039369179746837,0.028576278803348287,0.029198389945495354,0.029241795361164544,0.0
2000-02-01,0.03092675009792037,0.030382581974861586,0.03024027248684584,0.028047641406797857,0.0
2000-02-02,0.03147290086670684,0.0315383736353607,0.03252972374504337,0.03079984381563436,0.0
2000-02-03,0.03656874811420202,0.036848226035826784,0.034075239505869936,0.031499931472997345,0.0
2000-02-04,0.04017568672181526,0.041972026510597046,0.03917181176055942,0.03656363888689268,0.0
2000-02-07,0.04681432385231041,0.04609120817521327,0.04280015135315057,0.04016858142022542,0.0
2000-02-08,0.04664538730853632,0.049947370273954364,0.04646798693163545,0.04681190093632992,0.0
2000-02-09,0.04451319052527747,0.047011613627119794,0.04674685308284629,0.04660643342123888,0.0
2000-02-10,0.04926239691957346,0.04876616425733106,0.04717075412348784,0.0445110007062435,0.0
